[2015-04-09 18:42:08,890:INFO]:========= Begin to download sensor data in date 2015-04-08 =========
[2015-04-09 18:44:01,552:INFO]:No data file generated for SWST101-DY in day 2015-04-08.
[2015-04-09 18:44:01,653:INFO]:No data file generated for SWST101-DZ in day 2015-04-08.
[2015-04-09 18:57:57,651:INFO]:========= Begin to download sensor data in date 2015-04-08 =========
[2015-04-09 18:57:59,855:INFO]:You have successfully logged into the data center.
[2015-04-09 18:57:59,858:INFO]:Collecting download tasks...
[2015-04-09 18:57:59,970:INFO]:No data file generated for SGP010301-DX in day 2015-04-08.
[2015-04-09 18:58:00,075:INFO]:No data file generated for SGP010301-DY in day 2015-04-08.
[2015-04-09 18:58:00,178:INFO]:No data file generated for SGP010301-DZ in day 2015-04-08.
[2015-04-09 18:59:54,664:INFO]:========= Begin to download sensor data in date 2015-04-08 =========
[2015-04-09 18:59:56,552:INFO]:You have successfully logged into the data center.
[2015-04-09 18:59:56,552:INFO]:Collecting download tasks...
[2015-04-09 18:59:56,665:INFO]:No data file generated for SGP010301-DX in day 2015-04-08.
[2015-04-09 18:59:56,770:INFO]:No data file generated for SGP010301-DY in day 2015-04-08.
[2015-04-09 18:59:56,953:INFO]:No data file generated for SGP010301-DZ in day 2015-04-08.
[2015-04-09 19:00:09,723:INFO]:No data file generated for SDWSY01-DA in day 2015-04-08.
[2015-04-09 19:00:09,825:INFO]:No data file generated for SDWSY01-DC in day 2015-04-08.
[2015-04-09 19:00:09,927:INFO]:No data file generated for SDWSY01-DG in day 2015-04-08.
[2015-04-09 19:00:10,029:INFO]:No data file generated for SDWSY01-DH in day 2015-04-08.
[2015-04-09 19:00:10,147:INFO]:No data file generated for SDWSY01-DL in day 2015-04-08.
[2015-04-09 19:00:10,253:INFO]:No data file generated for SDWSY01-DL1 in day 2015-04-08.
[2015-04-09 19:00:10,354:INFO]:No data file generated for SDWSY01-DL2 in day 2015-04-08.
[2015-04-09 19:00:10,486:INFO]:No data file generated for SDWSY01-DL3 in day 2015-04-08.
[2015-04-09 19:00:10,592:INFO]:No data file generated for SDWSY01-DL4 in day 2015-04-08.
[2015-04-09 19:00:10,697:INFO]:No data file generated for SDWSY01-DL5 in day 2015-04-08.
[2015-04-09 19:00:10,855:INFO]:No data file generated for SDWSY01-DL6 in day 2015-04-08.
[2015-04-09 19:00:10,963:INFO]:No data file generated for SDWSY01-DN in day 2015-04-08.
[2015-04-09 19:00:11,089:INFO]:No data file generated for SDWSY01-DO in day 2015-04-08.
[2015-04-09 19:00:11,197:INFO]:No data file generated for SDWSY01-DS in day 2015-04-08.
[2015-04-09 19:00:11,309:INFO]:No data file generated for SDWSY01-DT in day 2015-04-08.
[2015-04-09 19:00:11,437:INFO]:No data file generated for SDWSY01-DV in day 2015-04-08.
[2015-04-09 19:00:11,546:INFO]:No data file generated for SDWSY01-DW in day 2015-04-08.
[2015-04-09 19:00:11,667:INFO]:No data file generated for SDWSY01-DW1 in day 2015-04-08.
[2015-04-09 19:00:11,786:INFO]:No data file generated for SDWSY01-DW2 in day 2015-04-08.
[2015-04-09 19:00:11,888:INFO]:No data file generated for SDWSY01-DW3 in day 2015-04-08.
[2015-04-09 19:00:12,125:INFO]:No data file generated for SDWSY01-DW4 in day 2015-04-08.
[2015-04-09 19:00:12,311:INFO]:No data file generated for SDWSY01-DW5 in day 2015-04-08.
[2015-04-09 19:00:12,415:INFO]:No data file generated for SDWSY01-DW6 in day 2015-04-08.
[2015-04-09 19:00:12,517:INFO]:No data file generated for SDWSY02-DA in day 2015-04-08.
[2015-04-09 19:00:12,625:INFO]:No data file generated for SDWSY02-DC in day 2015-04-08.
[2015-04-09 19:00:12,724:INFO]:No data file generated for SDWSY02-DG in day 2015-04-08.
[2015-04-09 19:00:12,900:INFO]:No data file generated for SDWSY02-DH in day 2015-04-08.
[2015-04-09 19:00:13,023:INFO]:No data file generated for SDWSY02-DL in day 2015-04-08.
[2015-04-09 19:00:13,141:INFO]:No data file generated for SDWSY02-DL1 in day 2015-04-08.
[2015-04-09 19:00:13,273:INFO]:No data file generated for SDWSY02-DL2 in day 2015-04-08.
[2015-04-09 19:00:13,387:INFO]:No data file generated for SDWSY02-DL3 in day 2015-04-08.
[2015-04-09 19:00:13,506:INFO]:No data file generated for SDWSY02-DL4 in day 2015-04-08.
[2015-04-09 19:00:13,621:INFO]:No data file generated for SDWSY02-DL5 in day 2015-04-08.
[2015-04-09 19:00:13,857:INFO]:No data file generated for SDWSY02-DL6 in day 2015-04-08.
[2015-04-09 19:00:14,015:INFO]:No data file generated for SDWSY02-DN in day 2015-04-08.
[2015-04-09 19:00:14,141:INFO]:No data file generated for SDWSY02-DO in day 2015-04-08.
[2015-04-09 19:00:14,242:INFO]:No data file generated for SDWSY02-DS in day 2015-04-08.
[2015-04-09 19:00:14,344:INFO]:No data file generated for SDWSY02-DT in day 2015-04-08.
[2015-04-09 19:00:14,456:INFO]:No data file generated for SDWSY02-DV in day 2015-04-08.
[2015-04-09 19:00:14,562:INFO]:No data file generated for SDWSY02-DW in day 2015-04-08.
[2015-04-09 19:00:14,694:INFO]:No data file generated for SDWSY02-DW1 in day 2015-04-08.
[2015-04-09 19:00:14,813:INFO]:No data file generated for SDWSY02-DW2 in day 2015-04-08.
[2015-04-09 19:00:14,930:INFO]:No data file generated for SDWSY02-DW3 in day 2015-04-08.
[2015-04-09 19:00:15,112:INFO]:No data file generated for SDWSY02-DW4 in day 2015-04-08.
[2015-04-09 19:00:15,286:INFO]:No data file generated for SDWSY02-DW5 in day 2015-04-08.
[2015-04-09 19:00:15,388:INFO]:No data file generated for SDWSY02-DW6 in day 2015-04-08.
[2015-04-09 19:00:15,506:INFO]:No data file generated for SDWXY01-DA in day 2015-04-08.
[2015-04-09 19:00:15,608:INFO]:No data file generated for SDWXY01-DC in day 2015-04-08.
[2015-04-09 19:00:15,742:INFO]:No data file generated for SDWXY01-DG in day 2015-04-08.
[2015-04-09 19:00:15,851:INFO]:No data file generated for SDWXY01-DH in day 2015-04-08.
[2015-04-09 19:00:15,953:INFO]:No data file generated for SDWXY01-DL in day 2015-04-08.
[2015-04-09 19:00:16,082:INFO]:No data file generated for SDWXY01-DL1 in day 2015-04-08.
[2015-04-09 19:00:16,187:INFO]:No data file generated for SDWXY01-DL2 in day 2015-04-08.
[2015-04-09 19:00:16,292:INFO]:No data file generated for SDWXY01-DL3 in day 2015-04-08.
[2015-04-09 19:00:16,391:INFO]:No data file generated for SDWXY01-DL4 in day 2015-04-08.
[2015-04-09 19:00:37,403:ERROR]:URL Error -- message: [Errno 10060] .
[2015-04-09 19:00:37,404:ERROR]:Error when searching data files for SDWXY01-DL5 in day 2015-04-08.
[2015-04-09 19:00:37,609:INFO]:No data file generated for SDWXY01-DL6 in day 2015-04-08.
[2015-04-09 19:00:37,720:INFO]:No data file generated for SDWXY01-DN in day 2015-04-08.
[2015-04-09 19:00:37,826:INFO]:No data file generated for SDWXY01-DO in day 2015-04-08.
[2015-04-09 19:00:37,937:INFO]:No data file generated for SDWXY01-DS in day 2015-04-08.
[2015-04-09 19:00:38,042:INFO]:No data file generated for SDWXY01-DT in day 2015-04-08.
[2015-04-09 19:00:38,167:INFO]:No data file generated for SDWXY01-DV in day 2015-04-08.
[2015-04-09 19:00:38,278:INFO]:No data file generated for SDWXY01-DW in day 2015-04-08.
[2015-04-09 19:00:38,377:INFO]:No data file generated for SDWXY01-DW1 in day 2015-04-08.
[2015-04-09 19:00:38,483:INFO]:No data file generated for SDWXY01-DW2 in day 2015-04-08.
[2015-04-09 19:00:38,588:INFO]:No data file generated for SDWXY01-DW3 in day 2015-04-08.
[2015-04-09 19:00:38,733:INFO]:No data file generated for SDWXY01-DW4 in day 2015-04-08.
[2015-04-09 19:00:38,835:INFO]:No data file generated for SDWXY01-DW5 in day 2015-04-08.
[2015-04-09 19:00:38,966:INFO]:No data file generated for SDWXY01-DW6 in day 2015-04-08.
[2015-04-09 19:00:39,068:INFO]:No data file generated for SDWXY02-DA in day 2015-04-08.
[2015-04-09 19:00:39,173:INFO]:No data file generated for SDWXY02-DC in day 2015-04-08.
[2015-04-09 19:00:39,273:INFO]:No data file generated for SDWXY02-DG in day 2015-04-08.
[2015-04-09 19:00:39,380:INFO]:No data file generated for SDWXY02-DH in day 2015-04-08.
[2015-04-09 19:00:39,480:INFO]:No data file generated for SDWXY02-DL in day 2015-04-08.
[2015-04-09 19:00:39,579:INFO]:No data file generated for SDWXY02-DL1 in day 2015-04-08.
[2015-04-09 19:00:39,687:INFO]:No data file generated for SDWXY02-DL2 in day 2015-04-08.
[2015-04-09 19:00:39,790:INFO]:No data file generated for SDWXY02-DL3 in day 2015-04-08.
[2015-04-09 19:00:39,901:INFO]:No data file generated for SDWXY02-DL4 in day 2015-04-08.
[2015-04-09 19:00:40,007:INFO]:No data file generated for SDWXY02-DL5 in day 2015-04-08.
[2015-04-09 19:00:40,131:INFO]:No data file generated for SDWXY02-DL6 in day 2015-04-08.
[2015-04-09 19:00:40,256:INFO]:No data file generated for SDWXY02-DN in day 2015-04-08.
[2015-04-09 19:00:40,362:INFO]:No data file generated for SDWXY02-DO in day 2015-04-08.
[2015-04-09 19:00:40,473:INFO]:No data file generated for SDWXY02-DS in day 2015-04-08.
[2015-04-09 19:00:40,584:INFO]:No data file generated for SDWXY02-DT in day 2015-04-08.
[2015-04-09 19:00:40,700:INFO]:No data file generated for SDWXY02-DV in day 2015-04-08.
[2015-04-09 19:00:40,799:INFO]:No data file generated for SDWXY02-DW in day 2015-04-08.
[2015-04-09 19:00:40,914:INFO]:No data file generated for SDWXY02-DW1 in day 2015-04-08.
[2015-04-09 19:00:41,016:INFO]:No data file generated for SDWXY02-DW2 in day 2015-04-08.
[2015-04-09 19:00:41,122:INFO]:No data file generated for SDWXY02-DW3 in day 2015-04-08.
[2015-04-09 19:00:41,247:INFO]:No data file generated for SDWXY02-DW4 in day 2015-04-08.
[2015-04-09 19:00:41,348:INFO]:No data file generated for SDWXY02-DW5 in day 2015-04-08.
[2015-04-09 19:00:41,457:INFO]:No data file generated for SDWXY02-DW6 in day 2015-04-08.
[2015-04-09 19:00:41,582:INFO]:No data file generated for SFH0601-DA in day 2015-04-08.
[2015-04-09 19:00:41,683:INFO]:No data file generated for SFH0601-DB in day 2015-04-08.
[2015-04-09 19:00:41,783:INFO]:No data file generated for SFH0601-DT in day 2015-04-08.
[2015-04-09 19:00:41,884:INFO]:No data file generated for SFH0602-DA in day 2015-04-08.
[2015-04-09 19:00:41,990:INFO]:No data file generated for SFH0602-DB in day 2015-04-08.
[2015-04-09 19:00:42,096:INFO]:No data file generated for SFH0602-DT in day 2015-04-08.
[2015-04-09 19:00:42,214:INFO]:No data file generated for SFH0603-DA in day 2015-04-08.
[2015-04-09 19:00:42,341:INFO]:No data file generated for SFH0603-DB in day 2015-04-08.
[2015-04-09 19:00:42,448:INFO]:No data file generated for SFH0603-DT in day 2015-04-08.
[2015-04-09 19:00:42,575:INFO]:No data file generated for SFH0604-DA in day 2015-04-08.
[2015-04-09 19:00:42,684:INFO]:No data file generated for SFH0604-DB in day 2015-04-08.
[2015-04-09 19:00:42,793:INFO]:No data file generated for SFH0604-DT in day 2015-04-08.
[2015-04-09 19:00:42,894:INFO]:No data file generated for SFH0605-DA in day 2015-04-08.
[2015-04-09 19:00:42,997:INFO]:No data file generated for SFH0605-DB in day 2015-04-08.
[2015-04-09 19:00:43,099:INFO]:No data file generated for SFH0605-DT in day 2015-04-08.
[2015-04-09 19:00:43,211:INFO]:No data file generated for SFH0606-DA in day 2015-04-08.
[2015-04-09 19:00:43,315:INFO]:No data file generated for SFH0606-DB in day 2015-04-08.
[2015-04-09 19:00:43,430:INFO]:No data file generated for SFH0606-DT in day 2015-04-08.
[2015-04-09 19:00:44,423:INFO]:No data file generated for SCVT201-D1 in day 2015-04-08.
[2015-04-09 19:00:44,530:INFO]:No data file generated for SCVT201-DN in day 2015-04-08.
[2015-04-09 19:00:45,171:INFO]:No data file generated for SCVT202-D1 in day 2015-04-08.
[2015-04-09 19:00:45,302:INFO]:No data file generated for SCVT202-DN in day 2015-04-08.
[2015-04-09 19:00:45,467:INFO]:No data file generated for SCVT202-DS in day 2015-04-08.
[2015-04-09 19:00:45,816:INFO]:No data file generated for SCVT203-D1 in day 2015-04-08.
[2015-04-09 19:00:45,923:INFO]:No data file generated for SCVT203-DN in day 2015-04-08.
[2015-04-09 19:00:46,048:INFO]:No data file generated for SCVT203-DS in day 2015-04-08.
[2015-04-09 19:00:46,388:INFO]:No data file generated for SCVT204-D1 in day 2015-04-08.
[2015-04-09 19:00:46,522:INFO]:No data file generated for SCVT204-DN in day 2015-04-08.
[2015-04-09 19:00:46,628:INFO]:No data file generated for SCVT204-DS in day 2015-04-08.
[2015-04-09 19:00:46,990:INFO]:No data file generated for SCVT401-D1 in day 2015-04-08.
[2015-04-09 19:00:47,095:INFO]:No data file generated for SCVT401-DN in day 2015-04-08.
[2015-04-09 19:00:47,204:INFO]:No data file generated for SCVT401-DS in day 2015-04-08.
[2015-04-09 19:00:47,591:INFO]:No data file generated for SCVT402-D1 in day 2015-04-08.
[2015-04-09 19:00:47,690:INFO]:No data file generated for SCVT402-DN in day 2015-04-08.
[2015-04-09 19:00:47,793:INFO]:No data file generated for SCVT402-DS in day 2015-04-08.
[2015-04-09 19:00:48,148:INFO]:No data file generated for SCVT403-D1 in day 2015-04-08.
[2015-04-09 19:00:48,253:INFO]:No data file generated for SCVT403-DN in day 2015-04-08.
[2015-04-09 19:00:48,374:INFO]:No data file generated for SCVT403-DS in day 2015-04-08.
[2015-04-09 19:00:48,832:INFO]:No data file generated for SCVT404-D1 in day 2015-04-08.
[2015-04-09 19:00:48,934:INFO]:No data file generated for SCVT404-DN in day 2015-04-08.
[2015-04-09 19:00:49,036:INFO]:No data file generated for SCVT404-DS in day 2015-04-08.
[2015-04-09 19:00:51,934:INFO]:No data file generated for SSZSY01-DC in day 2015-04-08.
[2015-04-09 19:00:52,891:INFO]:No data file generated for SSZSY02-DC in day 2015-04-08.
[2015-04-09 19:00:53,966:INFO]:No data file generated for SSZSY03-DC in day 2015-04-08.
[2015-04-09 19:00:55,160:INFO]:No data file generated for SSZSY04-DC in day 2015-04-08.
[2015-04-09 19:00:56,507:INFO]:No data file generated for SSZSY05-DC in day 2015-04-08.
[2015-04-09 19:00:56,818:INFO]:No data file generated for SSZSY05-DT in day 2015-04-08.
[2015-04-09 19:00:57,438:INFO]:No data file generated for SSZSY06-DC in day 2015-04-08.
[2015-04-09 19:00:57,759:INFO]:No data file generated for SSZSY06-DT in day 2015-04-08.
[2015-04-09 19:00:58,342:INFO]:No data file generated for SSZXY01-DC in day 2015-04-08.
[2015-04-09 19:00:58,719:INFO]:No data file generated for SSZXY01-DT in day 2015-04-08.
[2015-04-09 19:00:59,276:INFO]:No data file generated for SSZXY02-DC in day 2015-04-08.
[2015-04-09 19:01:00,311:INFO]:No data file generated for SSZXY03-DC in day 2015-04-08.
[2015-04-09 19:01:01,598:INFO]:No data file generated for SSZXY04-DC in day 2015-04-08.
[2015-04-09 19:01:02,739:INFO]:No data file generated for SSZXY05-DC in day 2015-04-08.
[2015-04-09 19:01:03,920:INFO]:No data file generated for SSZXY06-DC in day 2015-04-08.
[2015-04-09 19:01:04,762:INFO]:No data file generated for SFW0601-DA in day 2015-04-08.
[2015-04-09 19:01:04,871:INFO]:No data file generated for SFW0601-DB in day 2015-04-08.
[2015-04-09 19:01:05,000:INFO]:No data file generated for SFW0601-DT in day 2015-04-08.
[2015-04-09 19:01:05,122:INFO]:No data file generated for SFW0602-DA in day 2015-04-08.
[2015-04-09 19:01:05,221:INFO]:No data file generated for SFW0602-DB in day 2015-04-08.
[2015-04-09 19:01:05,361:INFO]:No data file generated for SFW0602-DT in day 2015-04-08.
[2015-04-09 19:01:05,474:INFO]:No data file generated for SFW0603-DA in day 2015-04-08.
[2015-04-09 19:01:05,578:INFO]:No data file generated for SFW0603-DB in day 2015-04-08.
[2015-04-09 19:01:05,711:INFO]:No data file generated for SFW0603-DT in day 2015-04-08.
[2015-04-09 19:01:05,809:INFO]:No data file generated for SFW0604-DA in day 2015-04-08.
[2015-04-09 19:01:05,915:INFO]:No data file generated for SFW0604-DB in day 2015-04-08.
[2015-04-09 19:01:06,023:INFO]:No data file generated for SFW0604-DT in day 2015-04-08.
[2015-04-09 19:01:06,134:INFO]:No data file generated for SFW0605-DA in day 2015-04-08.
[2015-04-09 19:01:06,246:INFO]:No data file generated for SFW0605-DB in day 2015-04-08.
[2015-04-09 19:01:06,348:INFO]:No data file generated for SFW0605-DT in day 2015-04-08.
[2015-04-09 19:01:06,453:INFO]:No data file generated for SFW0606-DA in day 2015-04-08.
[2015-04-09 19:01:06,562:INFO]:No data file generated for SFW0606-DB in day 2015-04-08.
[2015-04-09 19:01:06,687:INFO]:No data file generated for SFW0606-DT in day 2015-04-08.
[2015-04-09 19:01:06,790:INFO]:No data file generated for SFW0607-DA in day 2015-04-08.
[2015-04-09 19:01:06,924:INFO]:No data file generated for SFW0607-DB in day 2015-04-08.
[2015-04-09 19:01:07,058:INFO]:No data file generated for SFW0607-DT in day 2015-04-08.
[2015-04-09 19:01:07,167:INFO]:No data file generated for SFW0608-DA in day 2015-04-08.
[2015-04-09 19:01:07,273:INFO]:No data file generated for SFW0608-DB in day 2015-04-08.
[2015-04-09 19:01:07,371:INFO]:No data file generated for SFW0608-DT in day 2015-04-08.
[2015-04-09 19:01:09,687:INFO]:No data file generated for SEH0601-D1 in day 2015-04-08.
[2015-04-09 19:01:09,789:INFO]:No data file generated for SEH0601-DN in day 2015-04-08.
[2015-04-09 19:01:09,888:INFO]:No data file generated for SEH0601-DS in day 2015-04-08.
[2015-04-09 19:01:10,302:INFO]:No data file generated for SEH0602-D1 in day 2015-04-08.
[2015-04-09 19:01:10,459:INFO]:No data file generated for SEH0602-DN in day 2015-04-08.
[2015-04-09 19:01:10,605:INFO]:No data file generated for SEH0602-DS in day 2015-04-08.
[2015-04-09 19:01:10,717:INFO]:No data file generated for SEH0602-DY in day 2015-04-08.
[2015-04-09 19:01:10,851:INFO]:No data file generated for SEW0401-D1 in day 2015-04-08.
[2015-04-09 19:01:10,951:INFO]:No data file generated for SEW0401-DN in day 2015-04-08.
[2015-04-09 19:01:11,055:INFO]:No data file generated for SEW0401-DS in day 2015-04-08.
[2015-04-09 19:01:11,367:INFO]:No data file generated for SEW0402-D1 in day 2015-04-08.
[2015-04-09 19:01:11,467:INFO]:No data file generated for SEW0402-DN in day 2015-04-08.
[2015-04-09 19:01:11,575:INFO]:No data file generated for SEW0402-DS in day 2015-04-08.
[2015-04-09 19:01:11,905:INFO]:No data file generated for SEW0403-D1 in day 2015-04-08.
[2015-04-09 19:01:12,015:INFO]:No data file generated for SEW0403-DN in day 2015-04-08.
[2015-04-09 19:01:12,121:INFO]:No data file generated for SEW0403-DS in day 2015-04-08.
[2015-04-09 19:01:12,476:INFO]:No data file generated for SEW0404-D1 in day 2015-04-08.
[2015-04-09 19:01:12,578:INFO]:No data file generated for SEW0404-DN in day 2015-04-08.
[2015-04-09 19:01:12,683:INFO]:No data file generated for SEW0404-DS in day 2015-04-08.
[2015-04-09 19:01:12,992:INFO]:No data file generated for SEW0405-D1 in day 2015-04-08.
[2015-04-09 19:01:13,098:INFO]:No data file generated for SEW0405-DN in day 2015-04-08.
[2015-04-09 19:01:13,207:INFO]:No data file generated for SEW0405-DS in day 2015-04-08.
[2015-04-09 19:01:13,519:INFO]:No data file generated for SEW0406-D1 in day 2015-04-08.
[2015-04-09 19:01:13,619:INFO]:No data file generated for SEW0406-DN in day 2015-04-08.
[2015-04-09 19:01:13,724:INFO]:No data file generated for SEW0406-DS in day 2015-04-08.
[2015-04-09 19:01:14,062:INFO]:No data file generated for SEW0407-D1 in day 2015-04-08.
[2015-04-09 19:01:14,167:INFO]:No data file generated for SEW0407-DN in day 2015-04-08.
[2015-04-09 19:01:14,286:INFO]:No data file generated for SEW0407-DS in day 2015-04-08.
[2015-04-09 19:01:14,729:INFO]:No data file generated for SEW0408-D1 in day 2015-04-08.
[2015-04-09 19:01:14,834:INFO]:No data file generated for SEW0408-DN in day 2015-04-08.
[2015-04-09 19:01:14,936:INFO]:No data file generated for SEW0408-DS in day 2015-04-08.
[2015-04-09 19:01:15,312:INFO]:No data file generated for SEW0409-D1 in day 2015-04-08.
[2015-04-09 19:01:15,430:INFO]:No data file generated for SEW0409-DN in day 2015-04-08.
[2015-04-09 19:01:15,549:INFO]:No data file generated for SEW0409-DS in day 2015-04-08.
[2015-04-09 19:01:15,871:INFO]:No data file generated for SEW0410-D1 in day 2015-04-08.
[2015-04-09 19:01:16,028:INFO]:No data file generated for SEW0410-DN in day 2015-04-08.
[2015-04-09 19:01:16,145:INFO]:No data file generated for SEW0410-DS in day 2015-04-08.
[2015-04-09 19:01:16,494:INFO]:No data file generated for SEW0411-D1 in day 2015-04-08.
[2015-04-09 19:01:16,622:INFO]:No data file generated for SEW0411-DN in day 2015-04-08.
[2015-04-09 19:01:16,734:INFO]:No data file generated for SEW0411-DS in day 2015-04-08.
[2015-04-09 19:01:17,138:INFO]:No data file generated for SEW0412-D1 in day 2015-04-08.
[2015-04-09 19:01:17,242:INFO]:No data file generated for SEW0412-DN in day 2015-04-08.
[2015-04-09 19:01:17,351:INFO]:No data file generated for SEW0412-DS in day 2015-04-08.
[2015-04-09 19:01:17,694:INFO]:No data file generated for SEW0601-D1 in day 2015-04-08.
[2015-04-09 19:01:17,823:INFO]:No data file generated for SEW0601-DN in day 2015-04-08.
[2015-04-09 19:01:17,927:INFO]:No data file generated for SEW0601-DS in day 2015-04-08.
[2015-04-09 19:01:18,309:INFO]:No data file generated for SEW0602-D1 in day 2015-04-08.
[2015-04-09 19:01:18,411:INFO]:No data file generated for SEW0602-DN in day 2015-04-08.
[2015-04-09 19:01:18,530:INFO]:No data file generated for SEW0602-DS in day 2015-04-08.
[2015-04-09 19:01:18,848:INFO]:No data file generated for SEW0603-D1 in day 2015-04-08.
[2015-04-09 19:01:19,289:INFO]:No data file generated for SEW0603-DN in day 2015-04-08.
[2015-04-09 19:01:19,415:INFO]:No data file generated for SEW0603-DS in day 2015-04-08.
[2015-04-09 19:01:19,776:INFO]:No data file generated for SEW0604-D1 in day 2015-04-08.
[2015-04-09 19:01:19,888:INFO]:No data file generated for SEW0604-DN in day 2015-04-08.
[2015-04-09 19:01:20,007:INFO]:No data file generated for SEW0604-DS in day 2015-04-08.
[2015-04-09 19:01:20,395:INFO]:No data file generated for SEW0605-D1 in day 2015-04-08.
[2015-04-09 19:01:20,536:INFO]:No data file generated for SEW0605-DN in day 2015-04-08.
[2015-04-09 19:01:20,654:INFO]:No data file generated for SEW0605-DS in day 2015-04-08.
[2015-04-09 19:01:21,085:INFO]:No data file generated for SEW0606-D1 in day 2015-04-08.
[2015-04-09 19:01:21,201:INFO]:No data file generated for SEW0606-DN in day 2015-04-08.
[2015-04-09 19:01:21,319:INFO]:No data file generated for SEW0606-DS in day 2015-04-08.
[2015-04-09 19:01:21,759:INFO]:No data file generated for SEW0607-D1 in day 2015-04-08.
[2015-04-09 19:01:21,868:INFO]:No data file generated for SEW0607-DN in day 2015-04-08.
[2015-04-09 19:01:21,974:INFO]:No data file generated for SEW0607-DS in day 2015-04-08.
[2015-04-09 19:01:22,357:INFO]:No data file generated for SEW0608-D1 in day 2015-04-08.
[2015-04-09 19:01:22,464:INFO]:No data file generated for SEW0608-DN in day 2015-04-08.
[2015-04-09 19:01:22,579:INFO]:No data file generated for SEW0608-DS in day 2015-04-08.
[2015-04-09 19:01:22,921:INFO]:No data file generated for SEW0609-D1 in day 2015-04-08.
[2015-04-09 19:01:23,003:INFO]:No data file generated for SEW0609-DN in day 2015-04-08.
[2015-04-09 19:01:23,101:INFO]:No data file generated for SEW0609-DS in day 2015-04-08.
[2015-04-09 19:01:23,618:INFO]:No data file generated for SEW0610-D1 in day 2015-04-08.
[2015-04-09 19:01:23,697:INFO]:No data file generated for SEW0610-DN in day 2015-04-08.
[2015-04-09 19:01:23,795:INFO]:No data file generated for SEW0610-DS in day 2015-04-08.
[2015-04-09 19:01:24,128:INFO]:No data file generated for SEW0611-D1 in day 2015-04-08.
[2015-04-09 19:01:24,267:INFO]:No data file generated for SEW0611-DN in day 2015-04-08.
[2015-04-09 19:01:24,385:INFO]:No data file generated for SEW0611-DS in day 2015-04-08.
[2015-04-09 19:01:24,684:INFO]:No data file generated for SEW0612-D1 in day 2015-04-08.
[2015-04-09 19:01:24,766:INFO]:No data file generated for SEW0612-DN in day 2015-04-08.
[2015-04-09 19:01:24,845:INFO]:No data file generated for SEW0612-DS in day 2015-04-08.
[2015-04-09 19:01:25,346:INFO]:No data file generated for SEW0613-D1 in day 2015-04-08.
[2015-04-09 19:01:25,450:INFO]:No data file generated for SEW0613-DN in day 2015-04-08.
[2015-04-09 19:01:25,542:INFO]:No data file generated for SEW0613-DS in day 2015-04-08.
[2015-04-09 19:01:25,782:INFO]:No data file generated for SEW0614-D1 in day 2015-04-08.
[2015-04-09 19:01:25,865:INFO]:No data file generated for SEW0614-DN in day 2015-04-08.
[2015-04-09 19:01:25,983:INFO]:No data file generated for SEW0614-DS in day 2015-04-08.
[2015-04-09 19:01:26,256:INFO]:No data file generated for SEW0615-D1 in day 2015-04-08.
[2015-04-09 19:01:26,362:INFO]:No data file generated for SEW0615-DN in day 2015-04-08.
[2015-04-09 19:01:26,450:INFO]:No data file generated for SEW0615-DS in day 2015-04-08.
[2015-04-09 19:01:26,710:INFO]:No data file generated for SEW0616-D1 in day 2015-04-08.
[2015-04-09 19:01:26,805:INFO]:No data file generated for SEW0616-DN in day 2015-04-08.
[2015-04-09 19:01:26,905:INFO]:No data file generated for SEW0616-DS in day 2015-04-08.
[2015-04-09 19:01:27,232:INFO]:No data file generated for SEW0617-D1 in day 2015-04-08.
[2015-04-09 19:01:27,322:INFO]:No data file generated for SEW0617-DN in day 2015-04-08.
[2015-04-09 19:01:27,400:INFO]:No data file generated for SEW0617-DS in day 2015-04-08.
[2015-04-09 19:01:27,704:INFO]:No data file generated for SEW0618-D1 in day 2015-04-08.
[2015-04-09 19:01:27,783:INFO]:No data file generated for SEW0618-DN in day 2015-04-08.
[2015-04-09 19:01:27,871:INFO]:No data file generated for SEW0618-DS in day 2015-04-08.
[2015-04-09 19:01:28,161:INFO]:No data file generated for SEWSY01-D1 in day 2015-04-08.
[2015-04-09 19:01:28,243:INFO]:No data file generated for SEWSY01-DN in day 2015-04-08.
[2015-04-09 19:01:28,319:INFO]:No data file generated for SEWSY01-DS in day 2015-04-08.
[2015-04-09 19:01:28,589:INFO]:No data file generated for SEWSY02-D1 in day 2015-04-08.
[2015-04-09 19:01:28,668:INFO]:No data file generated for SEWSY02-DN in day 2015-04-08.
[2015-04-09 19:01:28,911:INFO]:No data file generated for SEWSY02-DS in day 2015-04-08.
[2015-04-09 19:01:29,240:INFO]:No data file generated for SEWSY03-D1 in day 2015-04-08.
[2015-04-09 19:01:29,319:INFO]:No data file generated for SEWSY03-DN in day 2015-04-08.
[2015-04-09 19:01:29,400:INFO]:No data file generated for SEWSY03-DS in day 2015-04-08.
[2015-04-09 19:01:29,670:INFO]:No data file generated for SEWXY01-D1 in day 2015-04-08.
[2015-04-09 19:01:29,746:INFO]:No data file generated for SEWXY01-DN in day 2015-04-08.
[2015-04-09 19:01:29,826:INFO]:No data file generated for SEWXY01-DS in day 2015-04-08.
[2015-04-09 19:01:30,213:INFO]:No data file generated for SEWXY02-D1 in day 2015-04-08.
[2015-04-09 19:01:30,312:INFO]:No data file generated for SEWXY02-DN in day 2015-04-08.
